chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc,prognosis
0.4765753149986267,1856.152275732733,2262.3256584537753,3800.37109375,0.08154839409722223,-9.413265228271484,IDV0002
0.46081554889678955,2778.3432118916066,2794.049773379065,6068.371170558286,0.13448033707865167,-23.402565002441406,IDV0002
0.4773803651332855,2743.1581321013027,2842.784053060641,6037.032103307039,0.11317221632281553,-23.031648635864258,IDV0002
0.5625563263893127,2846.2457520504054,2887.656620267853,6270.803997473802,0.1253888706961078,-23.413358688354492,IDV0002
0.5364958047866821,2966.5388454655904,2855.5353857132973,6239.4262531459735,0.1439118865352349,-22.874216079711914,IDV0002
0.4806174635887146,2791.3000087706473,2791.3483703216425,6100.512107021837,0.1343597044427711,-24.707429885864258,IDV0002
0.37338653206825256,2206.01945183464,2461.032037375595,4664.734996448864,0.0924310064935065,-22.722354888916016,IDV0002
0.4720395803451538,3062.21803943935,2912.853666588071,6543.0531819661455,0.15009901258680555,-23.960895538330078,IDV0002
0.4155597984790802,2486.900366534635,2719.5252868042626,5384.4287109375,0.10939825148809523,-24.568035125732422,IDV0002
0.4976060092449188,3043.296064125044,2912.444177011014,6446.224238954741,0.15005387931034483,-23.931766510009766,IDV0002
0.4782882630825043,2839.9492960550856,2832.03295023714,5985.26050464527,0.13497677364864866,-23.905845642089844,IDV0002
0.5222996473312378,2882.3150691944097,2790.4730401682,6143.277138157895,0.14092237429511278,-23.24812126159668,IDV0002
0.42099928855895996,2414.969611022822,2593.4781592213985,5022.341182314116,0.10695884967672414,-22.60485076904297,IDV0002
0.4876193106174469,2851.2994459663178,2786.25691088923,5919.32373046875,0.14192940848214286,-22.684467315673828,IDV0002
0.40536150336265564,2266.839043958799,2512.5555697779455,4725.277132601352,0.09320013372747747,-22.864017486572266,IDV0002
0.4343219995498657,2908.459486618815,2722.6676540595204,5897.20729341443,0.14869311031879195,-22.746992111206055,IDV0002
0.4507046639919281,2809.5931277464624,2928.5398339057047,6431.688334923664,0.12561128339694658,-23.342302322387695,IDV0002
0.49101290106773376,2792.0544764666656,2824.4965091133245,6122.987013596755,0.12596717247596154,-23.499313354492188,IDV0002
0.41436299681663513,2665.6446422281015,2741.8906290363593,5879.9102783203125,0.13176345825195312,-24.139812469482422,IDV0002
0.47320541739463806,2827.8596356239295,2671.47901426131,5792.286146009291,0.15126161317567569,-22.7060604095459,IDV0002
0.4446580708026886,2881.294386440519,2866.3726537475472,6392.26505055147,0.13310291564542484,-23.241531372070312,IDV0002
0.41434362530708313,3065.419610520081,2763.6296512904973,6218.580676663307,0.1643670194892473,-20.455612182617188,IDV0005
0.41570383310317993,2412.6868925233657,2602.2968823907745,4965.887920673077,0.11056753305288461,-22.06513786315918,IDV0005
0.48158666491508484,2802.4344381340425,2858.272773812783,6210.289113898027,0.12411595394736842,-23.037311553955078,IDV0005
0.4474860429763794,2750.7358648861973,2646.2517628800447,5407.879083806818,0.14867424242424243,-21.748645782470703,IDV0005
0.4454958438873291,2520.4918800231103,2637.7446259569615,5296.323529411765,0.1195523131127451,-21.962106704711914,IDV0005
0.4068039059638977,2403.8208221301606,2633.915080929436,5205.711012620192,0.10153030563186813,-21.78447723388672,IDV0005
0.479596883058548,2439.1543233816765,2663.005986839938,5294.5660400390625,0.113525390625,-22.02779769897461,IDV0005
0.4177297353744507,3065.5028406451174,2671.3024232819585,6063.714699667008,0.1642426037397541,-20.94982147216797,IDV0005
0.46442216634750366,2359.106880961133,2527.6827374001914,4962.864990234375,0.10643310546875,-22.087730407714844,IDV0005
0.4593183994293213,2648.7208572104387,2635.7027430214766,5502.81005859375,0.12601207386363636,-22.049596786499023,IDV0005
0.44028839468955994,2325.970275432497,2449.3919778245504,4842.486102764423,0.10681554773351648,-22.113971710205078,IDV0005
0.43988993763923645,3196.878780349502,2827.861214520195,6570.2955979567305,0.17851896367521367,-23.176433563232422,IDV0005
0.4469986855983734,2527.7233972420668,2556.04380802382,5289.739848292151,0.12063574975775193,-21.820091247558594,IDV0005
0.45008453726768494,2828.540040424109,2716.590265050294,5987.5762939453125,0.13596478630514705,-23.490360260009766,IDV0005
0.41574037075042725,2466.291341143047,2728.0120754805694,5735.291748046875,0.10311453683035714,-22.4822940826416,IDV0005
0.39622804522514343,2895.612108843984,2667.524939762253,5810.3759765625,0.14809802827380952,-21.18903923034668,IDV0005
0.4513193368911743,2385.047794590669,2558.50781350293,5015.904377416237,0.10641007570876289,-21.916349411010742,IDV0005
0.48829567432403564,2950.1124527606744,2898.182874977128,6420.3125,0.14295402405753968,-23.039249420166016,IDV0005
0.4664689302444458,2833.1319336066063,2835.726514535412,6179.1168730137715,0.13887049788135594,-24.081315994262695,IDV0005
0.45432281494140625,2652.173320865633,2576.3112171519574,5398.1048583984375,0.1402587890625,-22.278902053833008,IDV0005
0.44094496965408325,2822.2918216191256,2799.992612550868,6297.985515763275,0.12905748755530974,-22.85210609436035,IDV0005
0.605217695236206,3283.153821777831,3060.553870003514,6806.999478274829,0.15924991973458905,-21.910995483398438,IDV0007
0.5309481620788574,2974.1769059315475,2936.7457126300596,6206.744286848262,0.1353009065842246,-22.789554595947266,IDV0007
0.6033544540405273,3261.8985601500985,3125.7702542730885,7091.284897748162,0.16374176623774508,-23.532852172851562,IDV0007
0.5968429446220398,3214.5030176600476,3027.069939533357,6800.744696348412,0.14205477382596685,-22.649404525756836,IDV0007
0.5086731910705566,3220.5709839618476,2996.4819293328833,6741.636464293574,0.1591005996919014,-22.86141014099121,IDV0007
0.546992838382721,2944.0859499391636,2947.55896925786,6412.201397235577,0.12111879006410256,-21.559650421142578,IDV0007
